instance_id,model,seed,dataset_count,memory_level,memory_ratio,memory_capacity,total_dataset_size,memory_utilization_ratio,travel_time_per_edge,average_travel_time_per_edge,total_one_way_travel_time,battery_capacity_multiplier,optimistic_minimum_energy,battery_capacity,battery_headroom,terrain_profiles,terrain_edges,corruption_level,safe_dataset_count,unsafe_dataset_count,all_datasets_theoretically_safe,dataset_sizes,encoding_times,corruption_margins,loss_times,status,solved,planner,timeout_seconds,wall_runtime_seconds,return_code,reported_plan_length,reported_elapsed_time,plan_makespan,travel_time_in_plan,estimated_travel_time,stationary_time,energy_used,battery_remaining,battery_utilization_ratio,battery_feasible,route_metrics_valid,action_count,move_actions,collect_actions,offload_actions,waiting_periods,total_waiting_time,problem_file,metadata_file,raw_output_file,error_message
rover-battery-n3-mem-medium-corr-high-seed-4,battery,4,3,medium,0.7,7.0,9.0,1.285714,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",high,3,0,True,"[3, 4, 2]","[5, 5, 3]","[4.0, 3.0, 4.0]","[9.0, 8.0, 11.0]",solved,True,sat-hadd,30.0,0.447823,0,58,29.0,29.0,23.0,23.0,6.0,36.0,4.0,0.9,True,True,16,10,3,3,12,29.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-medium-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-medium-corr-high-seed-4.txt,
rover-battery-n3-mem-high-corr-low-seed-0,battery,0,3,high,1.0,12.0,12.0,1.0,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[5, 5, 2]","[4, 5, 5]","[14.0, 14.0, 12.0]","[18.0, 19.0, 18.0]",solved,True,sat-hadd,30.0,0.481041,0,63,34.0,34.0,18.0,18.0,16.0,26.0,14.0,0.65,True,True,16,10,3,3,13,34.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-0.txt,
rover-battery-n3-mem-high-corr-low-seed-1,battery,1,3,high,1.0,11.0,11.0,1.0,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[3, 6, 2]","[4, 2, 5]","[12.0, 10.0, 10.0]","[16.0, 15.0, 18.0]",solved,True,sat-hadd,30.0,0.547825,0,39,18.0,18.0,16.0,16.0,2.0,26.0,14.0,0.65,True,True,12,6,3,3,7,18.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-1.txt,
rover-battery-n3-mem-high-corr-low-seed-2,battery,2,3,high,1.0,6.0,6.0,1.0,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",low,3,0,True,"[2, 2, 2]","[4, 3, 4]","[12.0, 10.0, 10.0]","[16.0, 14.0, 16.5]",solved,True,sat-hadd,30.0,0.475167,0,66,37.0,37.0,21.0,21.0,16.0,32.0,8.0,0.8,True,True,16,10,3,3,13,37.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-2.txt,
rover-battery-n3-mem-high-corr-low-seed-3,battery,3,3,high,1.0,15.0,15.0,1.0,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",low,3,0,True,"[3, 6, 6]","[3, 4, 5]","[12.0, 14.0, 10.0]","[15.0, 19.5, 18.5]",solved,True,sat-hadd,30.0,1.433582,0,46,25.0,25.0,17.0,17.0,8.0,28.0,12.0,0.7,True,True,12,6,3,3,8,25.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-3.txt,
rover-battery-n3-mem-high-corr-low-seed-4,battery,4,3,high,1.0,9.0,9.0,1.0,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",low,3,0,True,"[3, 4, 2]","[5, 5, 3]","[12.0, 10.0, 12.0]","[17.0, 15.0, 19.0]",solved,True,sat-hadd,30.0,0.613806,0,40,19.0,19.0,14.0,14.0,5.0,22.0,18.0,0.55,True,True,12,6,3,3,7,19.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-low-seed-4.txt,
rover-battery-n3-mem-high-corr-medium-seed-0,battery,0,3,high,1.0,12.0,12.0,1.0,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",medium,3,0,True,"[5, 5, 2]","[4, 5, 5]","[10.0, 10.0, 8.0]","[14.0, 15.0, 14.0]",solved,True,sat-hadd,30.0,0.442177,0,63,34.0,34.0,18.0,18.0,16.0,26.0,14.0,0.65,True,True,16,10,3,3,13,34.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-0.txt,
rover-battery-n3-mem-high-corr-medium-seed-1,battery,1,3,high,1.0,11.0,11.0,1.0,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",medium,3,0,True,"[3, 6, 2]","[4, 2, 5]","[8.0, 6.0, 6.0]","[12.0, 11.0, 14.0]",solved,True,sat-hadd,30.0,0.947331,0,56,31.0,31.0,22.0,22.0,9.0,36.0,4.0,0.9,True,True,14,8,3,3,10,31.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-1.txt,
rover-battery-n3-mem-high-corr-medium-seed-2,battery,2,3,high,1.0,6.0,6.0,1.0,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",medium,3,0,True,"[2, 2, 2]","[4, 3, 4]","[8.0, 6.0, 6.0]","[12.0, 10.0, 12.5]",solved,True,sat-hadd,30.0,0.406187,0,62,33.0,33.0,21.0,21.0,12.0,32.0,8.0,0.8,True,True,16,10,3,3,12,33.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-2.txt,
rover-battery-n3-mem-high-corr-medium-seed-3,battery,3,3,high,1.0,15.0,15.0,1.0,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",medium,3,0,True,"[3, 6, 6]","[3, 4, 5]","[8.0, 10.0, 6.0]","[11.0, 15.5, 14.5]",solved,True,sat-hadd,30.0,0.964947,0,42,21.0,21.0,17.0,17.0,4.0,28.0,12.0,0.7,True,True,12,6,3,3,7,21.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-3.txt,
rover-battery-n3-mem-high-corr-medium-seed-4,battery,4,3,high,1.0,9.0,9.0,1.0,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",medium,3,0,True,"[3, 4, 2]","[5, 5, 3]","[8.0, 6.0, 8.0]","[13.0, 11.0, 15.0]",solved,True,sat-hadd,30.0,0.534908,0,61,32.0,32.0,23.0,23.0,9.0,36.0,4.0,0.9,True,True,16,10,3,3,12,32.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-medium-seed-4.txt,
rover-battery-n3-mem-high-corr-high-seed-0,battery,0,3,high,1.0,12.0,12.0,1.0,,2.0,6.0,2.2222222222222223,18.0,40,22.0,"[""easy"", ""easy"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",high,3,0,True,"[5, 5, 2]","[4, 5, 5]","[5.0, 5.0, 4.0]","[9.0, 10.0, 10.0]",solved,True,sat-hadd,30.0,0.397631,0,56,27.0,27.0,18.0,18.0,9.0,26.0,14.0,0.65,True,True,16,10,3,3,13,27.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-0.txt,
rover-battery-n3-mem-high-corr-high-seed-1,battery,1,3,high,1.0,11.0,11.0,1.0,,2.6666666666666665,8.0,1.5384615384615385,26.0,40,14.0,"[""steep"", ""moderate"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",high,3,0,True,"[3, 6, 2]","[4, 2, 5]","[4.0, 3.0, 3.0]","[8.0, 8.0, 11.0]",solved,True,sat-hadd,30.0,0.630587,0,53,28.0,28.0,22.0,22.0,6.0,36.0,4.0,0.9,True,True,14,8,3,3,10,28.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-1.txt,
rover-battery-n3-mem-high-corr-high-seed-2,battery,2,3,high,1.0,6.0,6.0,1.0,,2.1666666666666665,6.5,2.0,20.0,40,20.0,"[""easy"", ""rocky"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",high,3,0,True,"[2, 2, 2]","[4, 3, 4]","[4.0, 3.0, 3.0]","[8.0, 7.0, 9.5]",solved,True,sat-hadd,30.0,0.42906,0,69,36.0,36.0,24.0,24.0,12.0,36.0,4.0,0.9,True,True,18,12,3,3,15,36.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-2.txt,
rover-battery-n3-mem-high-corr-high-seed-3,battery,3,3,high,1.0,15.0,15.0,1.0,,2.8333333333333335,8.5,1.4285714285714286,28.0,40,12.0,"[""steep"", ""rocky"", ""steep""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}]",high,3,0,True,"[3, 6, 6]","[3, 4, 5]","[4.0, 5.0, 3.0]","[7.0, 10.5, 11.5]",solved,True,sat-hadd,30.0,0.616371,0,54,29.0,29.0,23.0,23.0,6.0,38.0,2.0,0.95,True,True,14,8,3,3,10,29.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-3.txt,
rover-battery-n3-mem-high-corr-high-seed-4,battery,4,3,high,1.0,9.0,9.0,1.0,,2.3333333333333335,7.0,1.8181818181818181,22.0,40,18.0,"[""steep"", ""easy"", ""rocky""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}]",high,3,0,True,"[3, 4, 2]","[5, 5, 3]","[4.0, 3.0, 4.0]","[9.0, 8.0, 11.0]",solved,True,sat-hadd,30.0,0.424606,0,58,29.0,29.0,23.0,23.0,6.0,36.0,4.0,0.9,True,True,16,10,3,3,12,29.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n3-mem-high-corr-high-seed-4.txt,
rover-battery-n4-mem-low-corr-low-seed-0,battery,0,4,low,0.45,8.0,16.0,2.0,,2.0,8.0,1.6666666666666667,24.0,40,16.0,"[""easy"", ""easy"", ""steep"", ""moderate""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site3"", ""to"": ""site4"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}]",low,4,0,True,"[5, 5, 2, 4]","[5, 5, 4, 5]","[14.0, 14.0, 12.0, 14.0]","[19.0, 19.0, 18.0, 22.0]",solved,True,sat-hadd,30.0,3.605412,0,86,46.0,46.0,25.0,25.0,21.0,36.0,4.0,0.9,True,True,22,14,4,4,18,46.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-0.txt,
rover-battery-n4-mem-low-corr-low-seed-1,battery,1,4,low,0.45,7.0,15.0,2.142857,,2.5,10.0,1.25,32.0,40,8.0,"[""steep"", ""moderate"", ""steep"", ""moderate""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site3"", ""to"": ""site4"", ""profile"": ""moderate"", ""travel_time"": 2.0, ""energy_cost"": 3.0}]",low,4,0,True,"[3, 6, 2, 4]","[2, 5, 5, 5]","[12.0, 10.0, 10.0, 12.0]","[15.0, 15.0, 18.0, 22.0]",unsolvable,False,sat-hadd,30.0,3.801563,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-1.txt,
rover-battery-n4-mem-low-corr-low-seed-2,battery,2,4,low,0.45,5.0,10.0,2.0,,2.0,8.0,1.6666666666666667,24.0,40,16.0,"[""easy"", ""rocky"", ""rocky"", ""easy""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site3"", ""to"": ""site4"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}]",low,4,0,True,"[2, 2, 2, 4]","[3, 4, 4, 3]","[12.0, 10.0, 10.0, 12.0]","[15.0, 14.0, 16.5, 20.0]",timeout,False,sat-hadd,30.0,30.106737,124,,,,,,,,,,,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-2.txt,
rover-battery-n4-mem-low-corr-low-seed-3,battery,3,4,low,0.45,9.0,18.0,2.0,,2.5,10.0,1.25,32.0,40,8.0,"[""steep"", ""rocky"", ""steep"", ""easy""]","[{""from"": ""base"", ""to"": ""site1"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site1"", ""to"": ""site2"", ""profile"": ""rocky"", ""travel_time"": 2.5, ""energy_cost"": 4.0}, {""from"": ""site2"", ""to"": ""site3"", ""profile"": ""steep"", ""travel_time"": 3.0, ""energy_cost"": 5.0}, {""from"": ""site3"", ""to"": ""site4"", ""profile"": ""easy"", ""travel_time"": 1.5, ""energy_cost"": 2.0}]",low,4,0,True,"[3, 6, 6, 3]","[4, 5, 2, 2]","[12.0, 14.0, 10.0, 12.0]","[16.0, 19.5, 18.5, 22.0]",unsolvable,False,sat-hadd,30.0,7.731879,0,,,,,,,,,,,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/battery_full_calibration/rover-battery-n4-mem-low-corr-low-seed-3.txt,
